10,4,1497,0
10,4,2745,0
10,4,1693,0
10,4,3313,0
10,4,711,1
10,4,381,1
10,4,2156,0
8,6,3712,0
10,4,3829,0
10,4,1509,0
10,4,2926,0
10,4,390,1
10,4,2549,0
10,4,2339,0
10,4,780,1
10,4,2328,0
10,4,2297,0
10,4,2482,0
10,4,3314,0
10,4,116,0
10,4,2562,0
8,6,3355,0
10,4,3343,0
10,4,702,1
10,4,134,1
10,4,2091,0
10,4,2583,0
10,4,1698,0
10,4,1350,0
10,4,1651,0
10,4,2715,0
10,4,1533,0
10,4,1277,0
10,4,2699,0
10,4,2663,0
10,4,2189,0
8,6,700,1
8,6,695,1
10,4,2504,0
10,4,2191,0
10,4,785,1
10,4,705,1
10,4,3315,0
10,4,117,0
10,4,3901,0
10,4,721,1
10,4,1661,0
10,4,294,1
10,4,2541,0
10,4,1771,1
10,4,1192,0
10,4,3626,0
10,4,1450,0
10,4,1521,0
10,4,2873,0
10,4,689,1
10,4,251,1
10,4,3709,0
10,4,3334,0
8,6,2736,0
10,4,620,1
10,4,1827,0
10,4,1647,0
10,4,1667,0
10,4,756,1
10,4,2929,0
10,4,1144,0
10,4,2100,0
10,4,2938,0
10,4,2066,0
8,6,691,1
10,4,1867,0
10,4,2837,0
10,4,3836,0
10,4,3844,0
10,4,724,1
10,4,1632,0
10,4,2916,0
10,4,2807,0
10,4,2530,0
10,4,2209,0
10,4,3469,0
10,4,396,1
10,4,2706,0
10,4,1789,1
10,4,1873,0
10,4,3321,0
10,4,3890,0
10,4,133,1
10,4,131,1
10,4,2615,0
10,4,1051,1
10,4,726,1
10,4,1534,0
10,4,395,1
10,4,2167,0
10,4,2483,0
10,4,3798,0
10,4,344,1
10,4,734,1
10,4,692,1
10,4,1215,0
10,4,1995,0
10,4,132,1
10,4,1188,0
10,4,2654,0
10,4,3642,0
10,4,2247,0
10,4,2582,0
